Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Descripción,Entorno,Interesados,ID de los interesados,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Adjunto,Campo personalizado (Issue color),Campo personalizado (Metas),Campo personalizado (Rank),Sprint,Campo personalizado (Start date),Campo personalizado (Story point estimate),Campo personalizado (Team),Campo personalizado (Vulnerability),Campo personalizado (development),Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
"Como administrador del sistema, quiero que el usuario comprador no pueda adquirir más de una entrada por persona para un mismo evento, para evitar compras múltiples indebidas.",TIC-13,12051,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:01 PM,11/mar/26 2:53 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i005zb:,,,5.0,,,,Por hacer,10/mar/26 11:01 PM,12078,TIC-40,Compra de Entradas
"Como usuario comprador, quiero visualizar los eventos disponibles, para elegir el evento de mi interés.",TIC-12,12050,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:01 PM,11/mar/26 9:27 AM,13/mar/26 4:27 PM,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i005x1:,Tablero Sprint 1,,3.0,,,,Por hacer,10/mar/26 11:01 PM,12078,TIC-40,Compra de Entradas
"Como usuario comprador, cuando seleccione la opción comprar quiero visualizar un mapa o lista de plazas disponibles en tiempo real para cada evento, para elegir el asiento que prefiero antes de comprar.",TIC-11,12049,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:01 PM,11/mar/26 2:52 AM,11/mar/26 2:41 AM,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i005yv:,,,13.0,,,,Por hacer,10/mar/26 11:01 PM,12077,TIC-39,Gestión de Asientos
"Como Gerente de Evento, quiero configurar la distribución de asientos y zonas VIP con precios diferenciados, para optimizar la monetización según la ubicación en el recinto.",TIC-10,12048,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:01 PM,11/mar/26 2:52 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i005yn:,,,5.0,,,,Por hacer,10/mar/26 11:01 PM,12076,TIC-38,Gestión de Eventos
Como promotor quiero cancelar un evento para poder detener su comercialización cuando sea necesario.,TIC-9,12047,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:01 PM,11/mar/26 2:52 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i005yf:,,,8.0,,,,Por hacer,10/mar/26 11:01 PM,12076,TIC-38,Gestión de Eventos
"Como promotor quiero definir los tipos de entradas, sus precios y el cupo máximo disponible para cada evento, para poder gestionar la venta de entradas de acuerdo con la capacidad del evento y la estrategia de precios establecida.",TIC-8,12046,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ANGHELO ANIBAL PECHO ULLOA,712020:2383b5b8-5a36-4419-8a61-107afe09f846,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:01 PM,11/mar/26 3:00 AM,15/mar/26 6:53 PM,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i005wh:,Tablero Sprint 1,,5.0,,,,Por hacer,10/mar/26 11:01 PM,12076,TIC-38,Gestión de Eventos
"Como Promotor, quiero realizar el ABM de mis eventos, para mantener actualizada la información de lo que ofrezco.",TIC-7,12045,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ANGHELO ANIBAL PECHO ULLOA,712020:2383b5b8-5a36-4419-8a61-107afe09f846,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:01 PM,11/mar/26 3:00 AM,15/mar/26 6:47 PM,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i005wb:,Tablero Sprint 1,,13.0,,,,Por hacer,10/mar/26 11:01 PM,12076,TIC-38,Gestión de Eventos
"Como Usuario o Promotor, quiero restablecer mi contraseña mediante mi correo, para recuperar el acceso si la olvido.",TIC-6,12044,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Alex Quino Miranda,712020:bd06a512-383a-48c7-a1ac-5db51ebd53c9,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:00 PM,11/mar/26 3:03 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i005x3:,Tablero Sprint 1,,5.0,,,,Por hacer,10/mar/26 11:00 PM,12075,TIC-37,Autenticación y Acceso
"Como Administrador, quiero acceder únicamente a módulos de gestión, para mantener la integridad y seguridad de la configuración global.",TIC-5,12043,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:00 PM,11/mar/26 9:25 AM,15/mar/26 6:34 PM,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i005wx:,Tablero Sprint 1,,3.0,,,,Por hacer,10/mar/26 11:00 PM,12075,TIC-37,Autenticación y Acceso
"Como Administrador, quiero iniciar sesión con mis credenciales asignadas, para realizar tareas de control en la plataforma.",TIC-4,12042,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:00 PM,13/mar/26 4:56 PM,15/mar/26 6:50 PM,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i005ws:,Tablero Sprint 1,,3.0,,,,Por hacer,10/mar/26 11:00 PM,12075,TIC-37,Autenticación y Acceso
"Como usuario autenticado, quiero ver solo las opciones de mi rol, para navegar de forma sencilla sin funciones innecesarias.",TIC-3,12041,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:00 PM,11/mar/26 9:24 AM,13/mar/26 4:28 PM,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i005w5:,Tablero Sprint 1,,8.0,,,,Por hacer,10/mar/26 11:00 PM,12075,TIC-37,Autenticación y Acceso
"Como usuario registrado, quiero iniciar sesión con mi correo y contraseña, para ingresar a mi cuenta de forma segura.",TIC-2,12040,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 10:59 PM,13/mar/26 5:51 PM,15/mar/26 6:25 PM,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,13/mar/26 5:51 PM;712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2;10316.svg;https://ucb-team-taller-software.atlassian.net/rest/api/3/attachment/content/10033,,,0|i005w3:,Tablero Sprint 1,,5.0,,,,Por hacer,10/mar/26 10:59 PM,12075,TIC-37,Autenticación y Acceso
"Como usuario nuevo, quiero registrarme eligiendo entre Comprador o Promotor, para acceder a las funciones específicas de mi perfil.",TIC-1,12039,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,10/mar/26 10:51 PM,13/mar/26 8:09 AM,15/mar/26 6:41 PM,,,0,,,ariana.kremsberger,712020:88af615b-9f5b-48fc-94b6-cafa03ddbcc2,,,,,,,,,,,,0|i005w2:,Tablero Sprint 1,,8.0,,,,Por hacer,10/mar/26 10:51 PM,12075,TIC-37,Autenticación y Acceso
